Date,Open,High,Low,Close,Adj Close,Volume
2/28/2022,462.399994,468.480011,458.859985,467.679993,467.679993,3302300
3/1/2022,468,479.209991,462.920013,466.679993,466.679993,3352800
3/2/2022,471.940002,477.48999,466.040009,471.179993,471.179993,2948500
3/3/2022,475.829987,476.049988,455.450012,459.079987,459.079987,2906300
3/4/2022,455.48999,463.519989,447,452.130005,452.130005,2751600
3/7/2022,456.220001,457.679993,437.179993,437.970001,437.970001,3676100
3/8/2022,432.51001,443.799988,421.359985,431.529999,431.529999,3734800
3/9/2022,443.799988,453.109985,438.929993,450.869995,450.869995,2905700
3/10/2022,444.679993,447.649994,433.01001,438.950012,438.950012,2722300
3/11/2022,439.660004,440.609985,415.429993,416.380005,416.380005,4434500
3/14/2022,413.359985,422.380005,407.940002,411.5,411.5,3731400
3/15/2022,415.970001,422.959991,413.170013,421.660004,421.660004,3201700
3/16/2022,431.73999,442.519989,424.350006,442.359985,442.359985,4141200
3/17/2022,441.26001,446.820007,436.51001,444.359985,444.359985,3556700
3/18/2022,439.200012,453.73999,435.790009,453.329987,453.329987,5898100
3/21/2022,451.420013,459.579987,445.950012,453.589996,453.589996,3704200
3/22/2022,453.5,471.980011,450.690002,466.450012,466.450012,5377000
3/23/2022,437.51001,437.980011,416.470001,422.899994,422.899994,13979800
3/24/2022,426.079987,432.209991,421.48999,432.140015,432.140015,5544300
3/25/2022,435.440002,438.619995,426,431.619995,431.619995,3283600
3/28/2022,433.420013,450.320007,433.149994,450.01001,450.01001,4472600
3/29/2022,459.160004,467.799988,452.440002,466.329987,466.329987,4323800
3/30/2022,461.519989,466.769989,456.839996,460.059998,460.059998,3889200
3/31/2022,461.589996,465.429993,455.429993,455.619995,455.619995,4141300
4/1/2022,455,461.549988,450.959991,458.190002,458.190002,2718400
4/4/2022,461.040009,473.48999,460.609985,468.809998,468.809998,2974500
4/5/2022,469.320007,471.76001,455.070007,458.579987,458.579987,2481900
4/6/2022,448.23999,450.01001,439.570007,444.329987,444.329987,3824900
4/7/2022,444.089996,455.920013,440.76001,452.720001,452.720001,2757800
4/8/2022,449.950012,454.410004,443.369995,445.339996,445.339996,2260700
4/11/2022,438.809998,440,429.73999,434.440002,434.440002,2932100
4/12/2022,442.690002,444.440002,425.160004,426.769989,426.769989,2199000
4/13/2022,427.299988,433.519989,425.670013,431.670013,431.670013,3078900
4/14/2022,435.859985,435.950012,420.029999,420.440002,420.440002,2597000
4/18/2022,419.399994,429.690002,418.730011,425.470001,425.470001,2594700
4/19/2022,422.019989,437.48999,420.640015,436.399994,436.399994,1962700
4/20/2022,440.589996,442.440002,427.200012,428.109985,428.109985,2094400
4/21/2022,432.690002,438.940002,416.359985,417.480011,417.480011,2390100
4/22/2022,420.709991,424.329987,408.019989,408.670013,408.670013,3198800
4/25/2022,405.700012,414.079987,401.670013,413.950012,413.950012,3368800
4/26/2022,410.170013,411.609985,397.470001,399.119995,399.119995,2820100
4/27/2022,401.440002,412.459991,396.809998,397.899994,397.899994,3080700
4/28/2022,406.130005,414.269989,398.48999,410.529999,410.529999,2593900
4/29/2022,407.470001,413,394.640015,395.950012,395.950012,3033200
5/2/2022,397.130005,407.980011,394.040009,407.290009,407.290009,3010000
5/3/2022,406.589996,413.929993,403.5,407.579987,407.579987,2196100
5/4/2022,407.290009,424.230011,395.049988,423.350006,423.350006,3330400
5/5/2022,415.549988,417.98999,395.709991,400.51001,400.51001,3507700
5/6/2022,395,401.26001,382.820007,391.01001,391.01001,3522200
5/9/2022,381.950012,389.630005,374.859985,376.910004,376.910004,4324900
5/10/2022,385.720001,400.829987,374.779999,393.029999,393.029999,5334400
5/11/2022,389.98999,409.98999,377.809998,379.329987,379.329987,3822000
5/12/2022,373.399994,390.130005,370.269989,388.48999,388.48999,4048200
5/13/2022,396.470001,408.970001,393.940002,405.450012,405.450012,3379300
5/16/2022,399.73999,407.170013,396.600006,402.859985,402.859985,2645200
5/17/2022,413.079987,416.720001,403.540009,409.649994,409.649994,2614700
5/18/2022,404.380005,411.660004,396.109985,397.880005,397.880005,2915900
5/19/2022,399.01001,403.040009,391.570007,394.380005,394.380005,2797200
5/20/2022,401.390015,406.23999,385.619995,399.089996,399.089996,3432400
5/23/2022,404.01001,407.880005,398.890015,406.76001,406.76001,2337500
5/24/2022,401.609985,404.329987,391.040009,398.410004,398.410004,2630800
5/25/2022,395.320007,406.100006,394.709991,402.5,402.5,2726700
5/26/2022,405.089996,411.549988,402.459991,408.600006,408.600006,2419500
5/27/2022,414.799988,428.549988,414.630005,428.220001,428.220001,3560400
5/31/2022,427.220001,427.290009,412.790009,416.480011,416.480011,7944200
6/1/2022,428,437.549988,413.790009,418.160004,418.160004,3409900
6/2/2022,418.109985,441.899994,415.839996,441.279999,441.279999,3415700
6/3/2022,430.709991,438.01001,427.26001,429.76001,429.76001,2355300
6/6/2022,437.589996,440,427.040009,429.459991,429.459991,1563800
6/7/2022,423.980011,435.200012,423.119995,433.420013,433.420013,1611200
6/8/2022,430.540009,433.75,426.420013,428.839996,428.839996,1790100
6/9/2022,424.170013,436.040009,423.480011,426.420013,426.420013,2572400
6/10/2022,412.899994,413.959991,390.190002,393.839996,393.839996,4406100
6/13/2022,377.359985,385.649994,371.089996,371.649994,371.649994,4724800
6/14/2022,371.440002,376.890015,367.309998,370.820007,370.820007,3197200
6/15/2022,376.029999,382.75,368.5,376.920013,376.920013,3664500
6/16/2022,369.369995,376.119995,360.899994,365.079987,365.079987,5775300
6/17/2022,349.23999,367.320007,338,360.790009,360.790009,9475100
6/21/2022,355.019989,372.799988,353.51001,362.98999,362.98999,5343500
6/22/2022,360.790009,372.549988,358.220001,365.329987,365.329987,3168200
6/23/2022,371.709991,378.179993,367.470001,376.640015,376.640015,2534300
6/24/2022,380.640015,388.059998,378.220001,387.720001,387.720001,3305300
6/27/2022,388.799988,389.390015,379.380005,381.070007,381.070007,2244600
6/28/2022,381,382.980011,364.450012,365.630005,365.630005,2654500
6/29/2022,367.940002,370.369995,362.640015,368.5,368.5,2027900
6/30/2022,362.899994,370.420013,357.559998,366.059998,366.059998,2595500
7/1/2022,364.179993,369.529999,359.070007,368.480011,368.480011,2471600
7/5/2022,363.5,378.519989,359.820007,376.48999,376.48999,3120500
7/6/2022,378.540009,385.390015,374.089996,382.829987,382.829987,2284600
7/7/2022,382.5,392.070007,382.380005,390.890015,390.890015,2368500
7/8/2022,384.350006,391.859985,383.839996,389.440002,389.440002,1611200
7/11/2022,386.570007,388.049988,380.459991,384.160004,384.160004,1832200
7/12/2022,383.899994,391.519989,372.910004,375.540009,375.540009,2639600
7/13/2022,368.200012,374.410004,364.700012,371.940002,371.940002,1994000
7/14/2022,368.829987,374.190002,361.459991,372.959991,372.959991,2098400
7/15/2022,377.790009,384.470001,376.859985,379.859985,379.859985,2488300
7/18/2022,383.829987,385.570007,374.01001,375.230011,375.230011,1866400
7/19/2022,382.890015,388.320007,378,387.829987,387.829987,1977600
7/20/2022,392.190002,403.130005,390.070007,401.48999,401.48999,2746800
7/21/2022,404.119995,409.649994,399.23999,408.910004,408.910004,2009900
7/22/2022,410.029999,414.619995,398.630005,401.899994,401.899994,2413200
7/25/2022,400.109985,400.769989,388.570007,391.959991,391.959991,2340500
7/26/2022,393.579987,393.579987,378.160004,379.26001,379.26001,2368500
7/27/2022,385.079987,394.910004,383.410004,392.779999,392.779999,2678000
7/28/2022,392.76001,406.149994,390.059998,403.5,403.5,2421700
7/29/2022,404.690002,411.380005,400.890015,410.119995,410.119995,2669800
8/1/2022,406.51001,417.160004,405.070007,411.089996,411.089996,1910000
8/2/2022,405.339996,412.420013,402.25,409.959991,409.959991,2165500
8/3/2022,412.809998,426.040009,412.019989,424.540009,424.540009,2403500
8/4/2022,425.450012,431.149994,419.630005,430.589996,430.589996,2745600
8/5/2022,423,434.540009,421,433.429993,433.429993,2481400
8/8/2022,435,440.299988,432.480011,434.339996,434.339996,2202000
8/9/2022,434.339996,434.589996,424.619995,426.570007,426.570007,1977300
8/10/2022,441.420013,443.220001,436.200012,438.399994,438.399994,2634400
8/11/2022,445.26001,445.609985,434.399994,434.890015,434.890015,1756600
8/12/2022,439.609985,446,436.579987,445.670013,445.670013,2150400
8/15/2022,445.070007,451.149994,442.140015,451.019989,451.019989,2503400
8/16/2022,446.119995,450.089996,440.100006,447.559998,447.559998,2139500
8/17/2022,440.869995,442.98999,436.109985,437.820007,437.820007,1894400
8/18/2022,438.609985,441.390015,437.01001,439.029999,439.029999,1402300
8/19/2022,431.579987,432.5,424.619995,425.059998,425.059998,2007700
8/22/2022,419.410004,419.790009,410.079987,411.350006,411.350006,2074600
8/23/2022,410.369995,415.700012,409.200012,410.410004,410.410004,1392200
8/24/2022,410.679993,413.23999,405.329987,405.649994,405.649994,1883900
8/25/2022,405.790009,406.670013,392.920013,403.929993,403.929993,3062400
8/26/2022,403.98999,405.540009,380.5,381.019989,381.019989,3600100
8/29/2022,380.089996,382.859985,374.820007,375.26001,375.26001,2410300
8/30/2022,379.920013,380.660004,371.059998,375.070007,375.070007,1835000
8/31/2022,378.529999,381.149994,372.5,373.440002,373.440002,3193900
9/1/2022,371,371.640015,361.720001,370.529999,370.529999,2574400
9/2/2022,374.529999,382,365.429993,368.140015,368.140015,2450500
9/6/2022,367.230011,374.299988,365.369995,368.299988,368.299988,2564400
9/7/2022,368.200012,381.519989,367.190002,379.720001,379.720001,2385500
9/8/2022,377.200012,386.660004,375.200012,383.630005,383.630005,2276800
9/9/2022,390.190002,396.089996,389.670013,394.779999,394.779999,2998900
9/12/2022,391.089996,396.390015,389.279999,396.359985,396.359985,2854800
9/13/2022,382.549988,383.579987,367.369995,368.390015,368.390015,4175100
9/14/2022,369.570007,374.23999,365.609985,371.519989,371.519989,3004400
9/15/2022,323.149994,329,305,309.130005,309.130005,27840200
9/16/2022,298.320007,300.200012,292.140015,299.5,299.5,14948100
9/19/2022,294.880005,299.279999,293.459991,296.059998,296.059998,6593400
9/20/2022,292.820007,294.079987,287.809998,291.059998,291.059998,6548800
9/21/2022,292.839996,297.940002,286.220001,286.299988,286.299988,4913100
9/22/2022,282,289.549988,280.059998,287.059998,287.059998,5657600
9/23/2022,285.570007,288.549988,280.700012,284.559998,284.559998,4739300
9/26/2022,286.029999,288.899994,276.75,276.959991,276.959991,6746200
9/27/2022,281.700012,284.5,274.730011,277.570007,277.570007,6390900
9/28/2022,280.380005,282.73999,275.369995,281.399994,281.399994,4985100
9/29/2022,277.799988,279.589996,275.01001,278.25,278.25,5155300
9/30/2022,279.690002,284.290009,274.850006,275.200012,275.200012,4578800
10/3/2022,278.269989,286.899994,277,285.23999,285.23999,3738100
10/4/2022,290.950012,296.790009,290.179993,294.970001,294.970001,4509200
10/5/2022,291.410004,298.809998,289.179993,297.380005,297.380005,3469600
10/6/2022,297.149994,305.5,297.100006,298.410004,298.410004,4884000
10/7/2022,291.359985,293.709991,286.829987,288.769989,288.769989,3495900
10/10/2022,289.75,290.279999,283.049988,285.720001,285.720001,2906300
10/11/2022,285.690002,288.279999,281.440002,284.829987,284.829987,3209800
10/12/2022,284.690002,289.790009,283.089996,286.149994,286.149994,3044100
10/13/2022,279.709991,298.170013,276.600006,294.73999,294.73999,4737200
10/14/2022,295.119995,297.589996,287.450012,287.940002,287.940002,3563300
10/17/2022,297.450012,297.959991,291.399994,293.5,293.5,4600600
10/18/2022,302.679993,303.48999,286.809998,292.980011,292.980011,5472000
10/19/2022,295.399994,303.709991,292.700012,299.829987,299.829987,5529100
10/20/2022,301.029999,309.190002,299.339996,302.380005,302.380005,3621600
10/21/2022,300.98999,307.429993,298.230011,306.369995,306.369995,3659300
10/24/2022,308.429993,317.329987,306.200012,316.220001,316.220001,4817400
10/25/2022,319.119995,324.230011,316.73999,323.790009,323.790009,3814600
10/26/2022,318.160004,330.579987,316.540009,320.480011,320.480011,4207700
10/27/2022,322.959991,323.850006,316.869995,318.649994,318.649994,2870200
10/28/2022,318.670013,327.049988,318.670013,325.679993,325.679993,3008400
10/31/2022,323.48999,325.579987,317.420013,318.5,318.5,3253200
11/1/2022,321.01001,322.839996,312.790009,316.019989,316.019989,2467700
11/2/2022,318.839996,318.839996,301.089996,301.220001,301.220001,3480000
11/3/2022,297.070007,299.609985,285.369995,285.929993,285.929993,4897100
11/4/2022,290.380005,291.01001,278.230011,285.75,285.75,5738300
11/7/2022,288.970001,300.359985,287.570007,299.540009,299.540009,3980700
11/8/2022,301.149994,309.899994,297.769989,302.170013,302.170013,4230600
11/9/2022,299.649994,303.290009,297.350006,298.869995,298.869995,2778200
11/10/2022,318.549988,330.369995,317.869995,329.950012,329.950012,5502900
11/11/2022,330.339996,342.309998,329.48999,341.149994,341.149994,4110100
11/14/2022,338.070007,345.109985,334.429993,340.369995,340.369995,3464500
11/15/2022,348.410004,350.970001,342.559998,345.959991,345.959991,2948600
11/16/2022,345,345.019989,336.720001,338.410004,338.410004,2123200
11/17/2022,331.73999,339.869995,329.350006,337.829987,337.829987,2740400
11/18/2022,344.299988,344.700012,329.140015,330.859985,330.859985,3421700
11/21/2022,329.529999,330.25,320.600006,321.48999,321.48999,3219900
11/22/2022,322.48999,331.540009,320.200012,330.880005,330.880005,2573800
11/23/2022,329.929993,338.5,327.589996,335.779999,335.779999,2240800
11/25/2022,332.890015,335.51001,332.01001,334.299988,334.299988,1197800
11/28/2022,335.829987,338.190002,328.070007,328.970001,328.970001,2314800
11/29/2022,326.690002,329.700012,323.670013,326.779999,326.779999,2392600
11/30/2022,327.119995,345.029999,326.380005,344.929993,344.929993,4979800
12/1/2022,348.029999,350.670013,341.5,344.109985,344.109985,3365200
12/2/2022,337.200012,343.529999,334.220001,341.529999,341.529999,2741800
12/5/2022,337.799988,340.51001,330.829987,334.089996,334.089996,2542300
12/6/2022,334.089996,334.220001,327.399994,331.149994,331.149994,2182200
12/7/2022,327.529999,331,325.48999,326.679993,326.679993,2055900
12/8/2022,325.709991,336.200012,324.350006,332.579987,332.579987,2065800
12/9/2022,331.5,334.690002,328.5,330.640015,330.640015,1969200
12/12/2022,334.76001,338.269989,332.649994,338.170013,338.170013,2914700
12/13/2022,353.630005,355.670013,338.790009,342.459991,342.459991,3428000
12/14/2022,343.890015,345.950012,335,339.920013,339.920013,3236500
12/15/2022,332.76001,334.5,324.589996,328.709991,328.709991,5498700
12/16/2022,345,354.470001,337.23999,338.540009,338.540009,11940700
12/19/2022,338,340.73999,326.299988,328.76001,328.76001,4086300
12/20/2022,327,342.5,325.519989,338.220001,338.220001,3873600
12/21/2022,340.290009,345.290009,336.440002,341.380005,341.380005,2583000
12/22/2022,336.01001,339.880005,330.940002,336.519989,336.519989,2319300
12/23/2022,335,338.920013,333.290009,338.450012,338.450012,1629800
12/27/2022,338,338.160004,332.459991,335.089996,335.089996,1464300
12/28/2022,335.059998,338.5,327.190002,328.329987,328.329987,1672100
12/29/2022,330.75,339.5,329.76001,337.579987,337.579987,1793100
12/30/2022,333,336.640015,331.640015,336.529999,336.529999,1740900
1/3/2023,340.160004,345.820007,331.920013,336.920013,336.920013,2229100
1/4/2023,342.890015,345.630005,336.730011,341.410004,341.410004,2186800
1/5/2023,337.529999,337.549988,328.160004,328.440002,328.440002,2081600
1/6/2023,332.279999,334.880005,322.440002,332.75,332.75,2216600
1/9/2023,338.899994,349.459991,338.420013,341.980011,341.980011,3133800
1/10/2023,337.649994,344.630005,336.799988,338.700012,338.700012,1670200
1/11/2023,337.390015,343.190002,333.470001,342.929993,342.929993,2344400
1/12/2023,344.170013,346.440002,337.369995,344.540009,344.540009,2121800
1/13/2023,340.25,344.649994,335.5,344.380005,344.380005,2581900
1/17/2023,344.380005,350.790009,341.970001,344.380005,344.380005,2512700
1/18/2023,345.01001,349.23999,338.399994,341.309998,341.309998,2079800
1/19/2023,340.559998,346.730011,340.01001,342.529999,342.529999,2467000
1/20/2023,343.269989,357.420013,342.76001,356.380005,356.380005,3149400
1/23/2023,358.279999,365.869995,356.850006,364.980011,364.980011,3187100
1/24/2023,364.100006,364.450012,358,361.320007,361.320007,2466400
1/25/2023,355.670013,359.730011,350.570007,358.170013,358.170013,2239100
1/26/2023,362.76001,367.429993,360.720001,365.820007,365.820007,2350500
1/27/2023,363.48999,373.420013,362.850006,370.709991,370.709991,2615600
1/30/2023,365.899994,368.700012,362.829987,363.420013,363.420013,2663600
1/31/2023,364.709991,370.700012,364.01001,370.339996,370.339996,2572400
2/1/2023,370.01001,386.720001,366.799988,383.920013,383.920013,3362000
2/2/2023,393.279999,402.48999,388.880005,392.230011,392.230011,4020000
2/3/2023,384.290009,386.720001,377.920013,379.329987,379.329987,2695400
2/6/2023,376.209991,379.290009,373.390015,375.230011,375.230011,2369600
2/7/2023,373.429993,384.940002,372.76001,383.820007,383.820007,2476200
2/8/2023,382.48999,387.279999,375.700012,378.359985,378.359985,2668100
2/9/2023,384.970001,386.51001,374.019989,375.809998,375.809998,2265200
2/10/2023,371.630005,374.519989,367.079987,370.98999,370.98999,1846300
2/13/2023,373.410004,376.309998,371.029999,375,375,1877300
2/14/2023,375,380.559998,369.959991,377.899994,377.899994,2479700
2/15/2023,375.600006,381.670013,374.839996,375.940002,375.940002,2088200
2/16/2023,366.040009,373.48999,363.549988,365.160004,365.160004,2917000
2/17/2023,359.309998,359.609985,352.119995,356.850006,356.850006,2985700
2/21/2023,350.779999,353.25,345.690002,346.700012,346.700012,3002700
2/22/2023,346.690002,353.170013,344.450012,348.720001,348.720001,2599300
2/23/2023,350.440002,353.799988,343.929993,347.019989,347.019989,3154500
2/24/2023,328.119995,329.76001,318.600006,320.540009,320.540009,8444500
